"Time","week before switch to BST","first week after switch to BST","Christmas week","New Year week","mid Jan week","week with maximum Demand","spring week before switch to BST","Easter Week, first week of BST","May Bank Holiday","mid Summer Week","summer Holiday"
Sat 22:00,30265,28778,35052,35758,37465,37120,35004,33610,31718,31145,28520
Sat 22:30,29101,27516,33596,34441,36216,35566,33330,32251,30489,30459,27534
Sat 23:00,27603,26299,32634,33304,35035,34446,32311,30908,29368,28964,26127
Sat 23:30,25938,24773,30913,31734,33371,32736,30593,29141,27708,27009,24733
Sun 00:00,24506,23743,29627,30619,32223,31776,29410,27751,26236,25306,23435
Sun 00:30,23078,23089,29129,30291,31784,31558,29152,26310,24917,24072,22102
Sun 01:00,22429,22770,29220,30329,31937,31764,29360,25543,23859,23134,21136
Sun 01:30,22348,22006,28703,29869,31527,31337,28800,25802,23438,22219,20579
Sun 02:00,22520,21085,27859,28964,30651,30393,27972,26410,23555,21703,20326
Sun 02:30,22059,20491,27224,28174,29976,29750,27273,26274,23200,21292,19909
Sun 03:00,21292,20053,27060,28020,29819,29706,27152,25877,22671,20941,19494
Sun 03:30,20757,19693,26746,27392,29301,29114,26509,25417,22103,20746,19146
Sun 04:00,20494,19263,26194,26736,28534,28376,25828,25028,21836,20554,19084
Sun 04:30,20081,19065,25722,26380,27980,27942,25474,24559,21486,20374,18951
Sun 05:00,19734,19101,25351,26096,27593,27708,25290,24275,21275,19935,18816
Sun 05:30,19655,19450,25295,26067,27423,27540,25254,24217,20738,19817,18863
Sun 06:00,19621,19986,25450,26176,27493,27688,25441,24271,20494,20021,18557
Sun 06:30,20039,20865,25881,26831,28186,28431,26095,24692,20730,21049,18911
Sun 07:00,20569,21581,26526,27305,28749,29161,26324,24753,21648,21994,19315
Sun 07:30,21676,22409,27355,28034,29628,30174,27439,25823,22806,23473,20134
Sun 08:00,22489,23483,28008,28477,30304,30641,28404,26804,23859,24828,21202
Sun 08:30,23632,25390,29349,29618,31839,32230,30358,28052,25232,26288,22491
Sun 09:00,24946,27058,31176,31284,33983,34092,32165,28814,26250,27299,23392
Sun 09:30,26911,28750,33027,33285,35937,35742,33859,29816,27511,27985,24486
Sun 10:00,28472,29877,34476,34912,37413,36769,35007,30370,28319,28063,25218
Sun 10:30,30008,30863,35725,36547,38525,37567,35889,30781,28815,28123,25698
Sun 11:00,30767,31329,36249,37546,39141,37745,36653,30670,28820,27919,25865
Sun 11:30,31332,31834,36630,38368,39573,37933,37151,30755,28999,27877,26188
Sun 12:00,31481,32359,36836,39002,39890,38027,37417,31105,29038,27556,26370
Sun 12:30,31713,32779,37056,39553,40222,38202,37836,31369,29103,27161,26584
Sun 13:00,31879,32705,37003,39731,40328,38105,37861,31431,28877,26684,26736
Sun 13:30,32237,32535,36786,39642,40141,37755,37338,30983,28312,26244,26498
Sun 14:00,32236,32460,36566,39487,39859,37278,37100,30322,27735,25828,26124
Sun 14:30,32034,32354,36616,39641,39941,37135,37147,29890,27420,25540,25930
Sun 15:00,31598,32401,36760,39744,40054,37067,36956,29427,27066,25396,25844
Sun 15:30,31446,32691,37343,40323,40454,37449,37074,29252,27093,25356,26026
Sun 16:00,31355,33749,38259,41240,41215,38260,37307,29246,27495,25520,26309
Sun 16:30,31761,35340,40558,43245,42798,39412,37745,29500,28079,26024,26814
Sun 17:00,32447,37979,42823,45568,45554,41192,38437,29992,29120,26890,27534
Sun 17:30,33733,40234,43709,46241,47754,44002,39187,30464,29875,27674,28403
Sun 18:00,36035,40287,43653,46161,47864,46026,39904,30757,30274,28349,28832
Sun 18:30,38421,39703,43308,45564,47271,46139,41111,31170,30560,28476,29122
Sun 19:00,38559,38607,42554,44518,46257,45507,42007,31455,30628,28628,29200
Sun 19:30,38081,37634,41729,43543,45124,44677,41638,31819,30765,28464,29374
Sun 20:00,37125,36311,40510,42431,43888,43269,40954,32663,30668,28028,29194
Sun 20:30,35946,35386,39812,41127,42852,42022,39980,34425,30808,27746,29324
Sun 21:00,34614,34010,38634,39642,41248,40304,38572,34282,30958,27427,29504
Sun 21:30,33717,32873,37462,38089,39944,39136,37172,33518,31444,27493,30457
Sun 22:00,32426,31139,35988,36088,37969,36955,35206,32359,30543,27728,29768
Sun 22:30,31389,29501,34482,34458,36185,35161,33615,31273,29182,27287,28611
Sun 23:00,29635,27780,33236,32630,34149,33366,31761,29730,27228,26140,27016
Sun 23:30,28341,25929,31375,30518,31857,31355,29783,28031,25197,24512,25306
