"Time","week before switch to BST","first week after switch to BST","Christmas week","New Year week","mid Jan week","week with maximum Demand","spring week before switch to BST","Easter Week, first week of BST","May Bank Holiday","mid Summer Week","summer Holiday"
Fri 07:30,45.011,38.40933,76.56863,55.50443,80.71163,53.82027,45.38573,20.84697,20.7318,40.95223,18.56587
Fri 08:00,41.887,35.17213,80.1818,53.51927,51.89897,35.8488,46.29577,20.4707,16.90913,47.2583,15.3318
Fri 08:30,41.0667,41.81027,85.55343,60.42047,57.55637,53.27523,52.82683,25.1821,20.0282,50.06813,12.52413
Fri 09:00,46.94987,41.15857,71.8272,60.79203,83.38527,94.03057,48.76687,35.9221,21.97237,52.0095,16.379
Fri 09:30,48.4605,37.50523,78.7401,58.33777,87.33783,99.70147,47.61613,36.45397,32.4275,39.779,17.352
Fri 10:00,51.745,47.8615,83.57073,69.03427,95.4546,94.36557,57.33323,45.6737,28.72873,19.621,20.24037
Fri 10:30,65.9801,58.67633,85.95823,74.78303,100.0254,75.17363,58.62247,39.60827,30.05737,22.0063,24.37043
Fri 11:00,75.99107,65.2768,88.6422,86.12073,89.59627,73.5231,70.8884,44.5718,28.19973,21.79453,30.91523
Fri 11:30,78.6146,63.12387,82.8446,90.32477,99.4789,77.79913,66.99997,42.08207,30.24487,31.75,19.97297
Fri 12:00,82.4573,72.67073,80.8509,88.81783,103.6814,83.71093,74.66687,41.60483,24.48217,32.28847,20.19867
Fri 12:30,82.045,72.27377,83.91327,87.97293,100.5518,82.51497,74.0646,39.03857,27.9353,51.5563,19.41493
Fri 13:00,73.42473,61.8816,79.32483,87.76563,94.7429,87.8499,74.84247,43.10007,40.2572,53.04073,16.68247
Fri 13:30,71.33297,59.1602,79.13793,87.0555,132.1443,125.5499,65.68387,44.41607,30.77683,58.40097,20.80863
Fri 14:00,67.4855,59.2045,75.90563,84.52667,144.763,136.1395,62.477,37.31097,38.36693,48.35507,20.93113
Fri 14:30,60.15263,55.21967,72.9042,71.40503,141.7821,130.8676,59.324,42.25967,38.54353,47.34533,24.82257
Fri 15:00,56.7156,53.9195,69.73413,66.85067,127.0869,101.7456,64.08233,39.39067,33.28443,48.46663,20.165
Fri 15:30,64.61957,52.3266,66.2153,65.40107,101.8483,72.88583,61.22383,36.4643,32.80923,47.09563,22.67517
Fri 16:00,50.05077,51.71303,74.87337,66.45257,100.9203,65.7761,58.5365,26.26913,30.5019,43.34053,18.3625
Fri 16:30,40.6149,41.3013,63.10147,52.4853,83.95123,67.7965,45.98307,32.73803,26.5989,37.41817,
